circlename,regionname,divisionname,officename,pincode,district,statename,latitude,longitude
Telangana Circle,Hyderabad Region,Mahabubnagar Division,Challapur B.O,509336,VIKARABAD,TELANGANA,17.0480428,77.5300948
Telangana Circle,Hyderabad Region,Mahabubnagar Division,Desai Pally B.O,509336,VIKARABAD,TELANGANA,17.0124627,77.5847549
Telangana Circle,Hyderabad Region,Mahabubnagar Division,Rudraram B.O,509336,VIKARABAD,TELANGANA,17.1339433,77.51002
Telangana Circle,Hyderabad Region,Mahabubnagar Division,Annaram B.O,509336,VIKARABAD,TELANGANA,17.11446,77.53497
Telangana Circle,Hyderabad Region,Mahabubnagar Division,Chinnaporla B.O,509311,Narayanpet,TELANGANA,16.5905833,77.5372266
Telangana Circle,Hyderabad Region,Mahabubnagar Division,Peddaporla B.O,509311,Narayanpet,TELANGANA,16.6017833,77.5362916
Telangana Circle,Hyderabad Region,Mahabubnagar Division,Tipraspally B.O,509311,Narayanpet,TELANGANA,16.6880883,77.518325
Telangana Circle,Hyderabad City Region,Medak Division,Katrial B.O,502115,MEDAK,TELANGANA,18.152495,78.351187
Telangana Circle,Hyderabad City Region,Medak Division,Thonigandla B.O,502115,MEDAK,TELANGANA,18.11929,78.370699
Telangana Circle,Hyderabad City Region,Medak Division,Chinna Shivnoor B.O,502255,MEDAK,TELANGANA,17.941635,78.485627
Telangana Circle,Hyderabad City Region,Medak Division,Wadiaram B.O,502255,MEDAK,TELANGANA,17.95928,78.463823
Telangana Circle,Hyderabad City Region,Medak Division,Nagapuram B.O,502113,MEDAK,TELANGANA,18.123866,78.25994
Telangana Circle,Hyderabad City Region,Medak Division,Ausulapally B.O,502113,MEDAK,TELANGANA,18.075418,78.28718
Telangana Circle,Hyderabad City Region,Medak Division,Manoharabad B.O,502336,MEDAK,TELANGANA,17.766566,78.468266
Telangana Circle,Hyderabad City Region,Medak Division,Veloor B.O,502336,SIDDIPET,TELANGANA,17.803652,78.545502
Telangana Circle,Hyderabad City Region,Medak Division,Perur B.O,502109,MEDAK,TELANGANA,18.026888,78.217134
Telangana Circle,Hyderabad City Region,Medak Division,Ananthasagar B.O,502247,MEDAK,TELANGANA,17.978759,78.486966
Telangana Circle,Hyderabad City Region,Medak Division,Chepial B.O,502247,SIDDIPET,TELANGANA,18.035968,78.652721
Telangana Circle,Hyderabad City Region,Medak Division,Dommat B.O,502247,SIDDIPET,TELANGANA,18.012112,78.622393
Telangana Circle,Hyderabad City Region,Medak Division,Indupial B.O,502247,SIDDIPET,TELANGANA,17.92482,78.562887
Telangana Circle,Hyderabad City Region,Medak Division,BONAL BO,502247,MEDAK,TELANGANA,18.032811,78.54462
Telangana Circle,Hyderabad City Region,Medak Division,Nagulapally B.O,502335,MEDAK,TELANGANA,17.868644,78.45714
Telangana Circle,Hyderabad City Region,Medak Division,Khajapur B.O,502248,MEDAK,TELANGANA,18.058804,78.386693
Telangana Circle,Hyderabad City Region,Medak Division,Mirzapally B.O,502248,MEDAK,TELANGANA,18.017241,78.417039
Telangana Circle,Hyderabad City Region,Medak Division,Lingaipally B.O,502303,MEDAK,TELANGANA,18.076462,78.026724
Telangana Circle,Hyderabad City Region,Medak Division,M.Bhupathipur B.O,502117,MEDAK,TELANGANA,NA,NA
Telangana Circle,Hyderabad City Region,Medak Division,Kadloor B.O,502302,MEDAK,TELANGANA,17.956967,77.999745
Telangana Circle,Hyderabad City Region,Medak Division,Palvancha B.O,502302,MEDAK,TELANGANA,17.94447,78.030989
Telangana Circle,Hyderabad City Region,Medak Division,Waddepalli B.O,502334,SIDDIPET,TELANGANA,17.5256,78.344
Telangana Circle,Hyderabad City Region,Medak Division,Shivampet B.O,502334,MEDAK,TELANGANA,17.78885,78.371214
Telangana Circle,Hyderabad City Region,Medak Division,Majeedpally B.O,502334,SIDDIPET,TELANGANA,17.818827,78.581097
Telangana Circle,Hyderabad City Region,Medak Division,Nacharam B.O,502334,SIDDIPET,TELANGANA,17.824266,78.53537
Telangana Circle,Hyderabad City Region,Medak Division,Kurthiwada B.O,502331,MEDAK,TELANGANA,18.061658,78.116385
Telangana Circle,Hyderabad City Region,Medak Division,Vittalapur B.O,502310,SIDDIPET,TELANGANA,18.231706,78.864603
Telangana Circle,Hyderabad City Region,Medak Division,Gambheerpur B.O,502108,SIDDIPET,TELANGANA,18.223182,78.605979
Telangana Circle,Hyderabad City Region,Medak Division,Habsipur B.O,502108,SIDDIPET,TELANGANA,18.131771,78.66904
Telangana Circle,Hyderabad City Region,Medak Division,Kaslabad B.O,502108,SIDDIPET,TELANGANA,18.0514,78.3828
Telangana Circle,Hyderabad City Region,Medak Division,Anajipur B.O,502278,SIDDIPET,TELANGANA,NA,NA
Telangana Circle,Hyderabad City Region,Medak Division,Thirumalapur B.O,502278,SIDDIPET,TELANGANA,NA,NA
Telangana Circle,Hyderabad City Region,Medak Division,Kolgur B.O,502278,SIDDIPET,TELANGANA,NA,NA
Telangana Circle,Hyderabad City Region,Medak Division,Raiploe B.O,502278,SIDDIPET,TELANGANA,NA,NA
Telangana Circle,Hyderabad City Region,Medak Division,Ramaram B.O,502278,SIDDIPET,TELANGANA,NA,NA
Telangana Circle,Hyderabad City Region,Medak Division,Gollapally B.O,502281,SIDDIPET,TELANGANA,17.803003,78.816496
Telangana Circle,Hyderabad City Region,Medak Division,Itikyala B.O,502281,SIDDIPET,TELANGANA,17.764491,78.775058
Telangana Circle,Hyderabad City Region,Medak Division,Timmapur B.O,502312,SIDDIPET,TELANGANA,17.842964,78.793908
Telangana Circle,Hyderabad City Region,Medak Division,Lingareddipally B.O,502276,SIDDIPET,TELANGANA,18.0729,78.5214
Telangana Circle,Hyderabad City Region,Medak Division,Ramancha B.O,502276,SIDDIPET,TELANGANA,18.1003,78.5
Telangana Circle,Hyderabad City Region,Medak Division,Gurralagondi B.O,502276,SIDDIPET,TELANGANA,18.205734,78.828645
Telangana Circle,Hyderabad City Region,Medak Division,Thoguta B.O,502372,SIDDIPET,TELANGANA,18.01368,78.7157
Telangana Circle,Hyderabad City Region,Medak Division,Zapti Nacharam B.O,502372,SIDDIPET,TELANGANA,17.97479,78.860332
Telangana Circle,Hyderabad City Region,Medak Division,Mangole B.O,502301,SIDDIPET,TELANGANA,17.911481,78.786903
Telangana Circle,Hyderabad City Region,Medak Division,Tipparam B.O,502301,SIDDIPET,TELANGANA,17.908292,78.75267
Telangana Circle,Hyderabad City Region,Medak Division,Rayalapur B.O,502102,MEDAK,TELANGANA,18.100156,78.495891
Telangana Circle,Hyderabad City Region,Medak Division,Baddipadaga B.O,502375,SIDDIPET,TELANGANA,18.106436,79.016698
Telangana Circle,Hyderabad City Region,Medak Division,Venkatapur B.O,502375,SIDDIPET,TELANGANA,18.064296,78.964339
Telangana Circle,Hyderabad City Region,Medak Division,Rampur B.O,502375,SIDDIPET,TELANGANA,18.08488,78.996932
Telangana Circle,Hyderabad City Region,Medak Division,Velkatur B.O,502375,SIDDIPET,TELANGANA,18.06198,78.920375
Telangana Circle,Hyderabad City Region,Medak Division,Erraballi B.O,502279,SIDDIPET,TELANGANA,17.758884,78.754003
Telangana Circle,Hyderabad City Region,Medak Division,Gouraram B.O,502279,SIDDIPET,TELANGANA,17.770955,78.658471
Telangana Circle,Hyderabad City Region,Medak Division,Mamidial B.O,502279,SIDDIPET,TELANGANA,17.710146,78.596484
Telangana Circle,Hyderabad City Region,Medak Division,Narsampally B.O,502279,SIDDIPET,TELANGANA,17.4343,78.3929
Telangana Circle,Hyderabad City Region,Medak Division,Akkaram B.O,502311,SIDDIPET,TELANGANA,17.82222,78.739671
Telangana Circle,Hyderabad City Region,Medak Division,Narayanaraopet B.O,502107,SIDDIPET,TELANGANA,18.209902,78.77944
Telangana Circle,Hyderabad Region,Nalgonda Division,Golankonda B.O,508101,YADADRI BHUVANAGIRI,TELANGANA,17.5900333,79.1343433
Telangana Circle,Hyderabad Region,Nalgonda Division,Paladugu B.O,508111,YADADRI BHUVANAGIRI,TELANGANA,17.3933,79.2024
Telangana Circle,Hyderabad Region,Nalgonda Division,DuppalliB.O,508111,YADADRI BHUVANAGIRI,TELANGANA,17.3675733,79.18186
Telangana Circle,Hyderabad Region,Nalgonda Division,Koratikal B.O,508111,YADADRI BHUVANAGIRI,TELANGANA,17.49448,79.1591283
Telangana Circle,Hyderabad Region,Nalgonda Division,Kurella B.O,508111,YADADRI BHUVANAGIRI,TELANGANA,NA,NA
Telangana Circle,Hyderabad Region,Nalgonda Division,Guduru B.O,508126,YADADRI BHUVANAGIRI,TELANGANA,17.4919366,78.8229966
Telangana Circle,Hyderabad Region,Nalgonda Division,Naginenipalli B.O,508126,YADADRI BHUVANAGIRI,TELANGANA,17.5265916,78.7718216
Telangana Circle,Hyderabad Region,Nalgonda Division,Jainapalli B.O,508126,YADADRI BHUVANAGIRI,TELANGANA,17.5041916,78.7952933
Telangana Circle,Hyderabad Region,Nalgonda Division,Raghavapuram B.O,508126,YADADRI BHUVANAGIRI,TELANGANA,17.424035,78.7909616
Telangana Circle,Hyderabad Region,Nalgonda Division,Chowllaramavaram B.O,508277,YADADRI BHUVANAGIRI,TELANGANA,17.4640693,79.2639886
Telangana Circle,Hyderabad Region,Nalgonda Division,Repakapatti B.O,508277,YADADRI BHUVANAGIRI,TELANGANA,17.34561,79.23451
Telangana Circle,Hyderabad Region,Nalgonda Division,Gattusingaram B.O,508277,YADADRI BHUVANAGIRI,TELANGANA,17.4639451,79.2640428
Telangana Circle,Hyderabad Region,Nalgonda Division,Govindapuram B.O,508277,YADADRI BHUVANAGIRI,TELANGANA,17.3868785,79.3726135
Telangana Circle,Hyderabad Region,Nalgonda Division,Dacharam B.O,508277,YADADRI BHUVANAGIRI,TELANGANA,NA,NA
Telangana Circle,Hyderabad Region,Nalgonda Division,Jiblakpalli B.O,508284,YADADRI BHUVANAGIRI,TELANGANA,17.3454,78.8241
Telangana Circle,Hyderabad Region,Nalgonda Division,Julur B.O,508284,YADADRI BHUVANAGIRI,TELANGANA,17.3454,78.8241
Telangana Circle,Hyderabad Region,Nalgonda Division,Challoor B.O,508105,YADADRI BHUVANAGIRI,TELANGANA,17.6831,78.9260316
Telangana Circle,Hyderabad Region,Nalgonda Division,Doodi Venkatapuram B.O,508105,YADADRI BHUVANAGIRI,TELANGANA,17.7012166,78.9742699
Telangana Circle,Hyderabad Region,Nalgonda Division,Pamkunta B.O.,508105,YADADRI BHUVANAGIRI,TELANGANA,17.7628283,78.9068
Telangana Circle,Hyderabad Region,Nalgonda Division,Suraram B.O,508113,YADADRI BHUVANAGIRI,TELANGANA,17.3644465,79.2234983
Telangana Circle,Hyderabad Region,Nalgonda Division,Iskilla B.O,508113,YADADRI BHUVANAGIRI,TELANGANA,17.2954918,79.165842
Telangana Circle,Hyderabad Region,Nalgonda Division,Laxmapuram B.O,508113,YADADRI BHUVANAGIRI,TELANGANA,17.3497689,79.1161846
Telangana Circle,Hyderabad Region,Nalgonda Division,Bollepalli B.O,508285,YADADRI BHUVANAGIRI,TELANGANA,17.4085632,78.9272555
Telangana Circle,Hyderabad Region,Nalgonda Division,Nandanam B.O,508285,YADADRI BHUVANAGIRI,TELANGANA,17.4594077,78.9037236
Telangana Circle,Hyderabad Region,Nalgonda Division,Redlarepaka B.O,508285,YADADRI BHUVANAGIRI,TELANGANA,17.4200446,78.9958093
Telangana Circle,Hyderabad Region,Nalgonda Division,Sunkishala B.O,508112,YADADRI BHUVANAGIRI,TELANGANA,17.4625,79.07861
Telangana Circle,Hyderabad Region,Nalgonda Division,Varaturu B.O,508286,YADADRI BHUVANAGIRI,TELANGANA,17.5518416,79.0808016
Telangana Circle,Hyderabad Region,Nalgonda Division,Jangampalli B.O,508115,YADADRI BHUVANAGIRI,TELANGANA,17.612905,78.871335
Telangana Circle,Hyderabad Region,Nalgonda Division,Venkatpuram B.O,508115,YADADRI BHUVANAGIRI,TELANGANA,17.6438299,78.86782
Telangana Circle,Hyderabad Region,Nalgonda Division,G.Aeroli B.O,508255,NALGONDA,TELANGANA,16.9818776,79.0603695
Telangana Circle,Hyderabad Region,Nalgonda Division,Kanagal B.O,508255,NALGONDA,TELANGANA,16.9818774,79.0603689
Telangana Circle,Hyderabad Region,Nalgonda Division,Bangarigadda B.O,508255,NALGONDA,TELANGANA,16.9818772,79.0603689
Telangana Circle,Hyderabad Region,Nalgonda Division,Gundrepalli B.O,508255,NALGONDA,TELANGANA,16.9818772,79.0603689
Telangana Circle,Hyderabad Region,Nalgonda Division,Narmata B.O,508255,NALGONDA,TELANGANA,16.981877,79.0603692
Telangana Circle,Hyderabad Region,Nalgonda Division,Kurmedu B.O,508250,NALGONDA,TELANGANA,NA,NA
Telangana Circle,Hyderabad Region,Nalgonda Division,Mandra B.O,508114,NALGONDA,TELANGANA,17.1851,79.0567
Telangana Circle,Hyderabad Region,Nalgonda Division,Nerada B.O,508114,NALGONDA,TELANGANA,17.1843481,79.1257125
Telangana Circle,Hyderabad Region,Nalgonda Division,Sivaneniguda B.O,508114,NALGONDA,TELANGANA,17.2571729,79.1279129
Telangana Circle,Hyderabad Region,Nalgonda Division,Velmined B.O,508114,NALGONDA,TELANGANA,17.1915972,79.0918351
Telangana Circle,Hyderabad Region,Nalgonda Division,Yelkatta B.O,508114,NALGONDA,TELANGANA,17.1633087,79.1041161
Telangana Circle,Hyderabad Region,Nalgonda Division,Gagillapur B.O,508248,NALGONDA,TELANGANA,16.8134,78.6235
Telangana Circle,Hyderabad Region,Nalgonda Division,Neredgum B.O,508248,NALGONDA,TELANGANA,16.62084,78.9791437
Telangana Circle,Hyderabad Region,Nalgonda Division,Gottimukla B.O,508248,NALGONDA,TELANGANA,16.735391,78.8284454
Telangana Circle,Hyderabad Region,Nalgonda Division,Mallareddipalli B.O,508248,NALGONDA,TELANGANA,16.7704703,78.8309951
Telangana Circle,Hyderabad Region,Nalgonda Division,Yalamala Manda B.O,508248,NALGONDA,TELANGANA,NA,NA
Telangana Circle,Hyderabad Region,Nalgonda Division,Palwai B.O,508257,NALGONDA,TELANGANA,16.7572143,79.0353752
Telangana Circle,Hyderabad Region,Nalgonda Division,Chilkamarri B.O,508257,NALGONDA,TELANGANA,16.7296018,79.0378152
Telangana Circle,Hyderabad Region,Nalgonda Division,Anumula B.O,508377,NALGONDA,TELANGANA,17.052396,79.2671739
Telangana Circle,Hyderabad Region,Nalgonda Division,Thuniki Nuthala B.O,508377,NALGONDA,TELANGANA,NA,NA
Telangana Circle,Hyderabad Region,Nalgonda Division,Tirmalgiri B.O,508377,NALGONDA,TELANGANA,17.476,79.4375
Telangana Circle,Hyderabad Region,Nalgonda Division,Vijayapuri North B.O,508202,NALGONDA,TELANGANA,17.05662,79.268333
Telangana Circle,Hyderabad Region,Nalgonda Division,Mustipalli B.O,508243,NALGONDA,TELANGANA,16.76866,78.965435
Telangana Circle,Hyderabad Region,Nalgonda Division,Vaddipatla B.O,508243,NALGONDA,TELANGANA,16.6383956,79.1145811
Telangana Circle,Hyderabad Region,Nalgonda Division,Ananthampet B.O,508245,NALGONDA,TELANGANA,16.1245,78.2645
Telangana Circle,Hyderabad Region,Nalgonda Division,Thirgallapalli B.O,508245,NALGONDA,TELANGANA,16.15451,78.16464
Telangana Circle,Hyderabad Region,Nalgonda Division,Venkate swara Nagar B.O,508245,NALGONDA,TELANGANA,16.9713068,78.7297606
Telangana Circle,Hyderabad Region,Nalgonda Division,Narsinghpatla B.O,508244,NALGONDA,TELANGANA,17.0318331,79.1329173
Telangana Circle,Hyderabad Region,Nalgonda Division,Medlavai B.O,508373,NALGONDA,TELANGANA,16.8261859,78.970196
Telangana Circle,Hyderabad Region,Nalgonda Division,Gujja B.O,508253,YADADRI BHUVANAGIRI,TELANGANA,17.1123616,78.8995633
Telangana Circle,Hyderabad Region,Nalgonda Division,Survail B.O,508253,YADADRI BHUVANAGIRI,TELANGANA,17.16009,78.9291066
Telangana Circle,Hyderabad Region,Nalgonda Division,Rachakonda B.O,508253,NALGONDA,TELANGANA,NA,NA
Telangana Circle,Hyderabad Region,Nalgonda Division,Jangaon B.O,508253,YADADRI BHUVANAGIRI,TELANGANA,17.1123616,78.8995633
Telangana Circle,Hyderabad Region,Nalgonda Division,Vattimarthi B.O,508254,NALGONDA,TELANGANA,17.2257065,79.1581221
Telangana Circle,Hyderabad Region,Nalgonda Division,Utlapally B.O,508266,NALGONDA,TELANGANA,16.633418,79.1750179
Telangana Circle,Hyderabad Region,Nalgonda Division,Sirsangandla B.O,508266,NALGONDA,TELANGANA,16.7913337,79.2530618
Telangana Circle,Hyderabad Region,Nalgonda Division,Appajipet B.O,508002,NALGONDA,TELANGANA,NA,NA
Telangana Circle,Hyderabad Region,Nalgonda Division,Cherlapalli B.O,508002,NALGONDA,TELANGANA,NA,NA
Telangana Circle,Hyderabad Region,Nalgonda Division,Kanchanpalli B.O,508002,NALGONDA,TELANGANA,NA,NA
Telangana Circle,Hyderabad Region,Nalgonda Division,Cherla Gowravaram B.O,508004,NALGONDA,TELANGANA,17.01265,79.15621
Telangana Circle,Hyderabad Region,Nalgonda Division,Koppole B.O,508256,NALGONDA,TELANGANA,16.900599,79.1529876
Telangana Circle,Hyderabad Region,Nalgonda Division,Thanedarpalli B.O,508256,NALGONDA,TELANGANA,16.7951,79.2641
Telangana Circle,Hyderabad Region,Nizamabad Division,Vennelb B.O,503217,NIZAMABAD,TELANGANA,18.8546383,78.3809383
Telangana Circle,Hyderabad Region,Nizamabad Division,Janakampet B.O,503307,NIZAMABAD,TELANGANA,18.741399,78.3508841
Telangana Circle,Hyderabad Region,Nizamabad Division,Narsapuram B.O,503307,NIZAMABAD,TELANGANA,18.7176216,78.5390933
Telangana Circle,Hyderabad Region,Nizamabad Division,Nallapalli B.O,503164,NIZAMABAD,TELANGANA,18.5454757,78.2419318
Telangana Circle,Hyderabad Region,Nizamabad Division,Yellareddypalli B.O,503110,KAMAREDDY,TELANGANA,18.1690283,78.2646533
Telangana Circle,Hyderabad Region,Nizamabad Division,Yellareddypalli B.O,503164,NIZAMABAD,TELANGANA,18.1690283,18.1690283
Telangana Circle,Hyderabad Region,Nizamabad Division,Tadlarampur B.O,503308,NIZAMABAD,TELANGANA,18.835245,78.510708
Telangana Circle,Hyderabad Region,Nizamabad Division,Uploor B.O,503308,NIZAMABAD,TELANGANA,18.835245,78.510708
Telangana Circle,Hyderabad Region,Nizamabad Division,Chotpalli B.O,503308,NIZAMABAD,TELANGANA,18.835245,78.510708
Telangana Circle,Hyderabad Region,Nizamabad Division,Shetpalli B.O,503218,NIZAMABAD,TELANGANA,18.886535,78.348665
Telangana Circle,Hyderabad Region,Nizamabad Division,Vencherial B.O,503218,NIZAMABAD,TELANGANA,18.886535,78.348665
Telangana Circle,Hyderabad Region,Nizamabad Division,Kalhadi B.O,503213,NIZAMABAD,TELANGANA,18.7896716,78.1768666
Telangana Circle,Hyderabad Region,Nizamabad Division,Sunket B.O,503225,NIZAMABAD,TELANGANA,18.7879189,78.4292248
Telangana Circle,Hyderabad Region,Nizamabad Division,Badguni B.O,503212,NIZAMABAD,TELANGANA,18.8770061,78.1479245
Telangana Circle,Hyderabad Region,Nizamabad Division,Khudwanpur B.O,503212,NIZAMABAD,TELANGANA,18.87841,78.1889307
Telangana Circle,Hyderabad Region,Nizamabad Division,Ummeda B.O,503212,NIZAMABAD,TELANGANA,18.8770061,78.1479245
Telangana Circle,Hyderabad Region,Nizamabad Division,Gadepalli B.O,503212,NIZAMABAD,TELANGANA,18.9688041,78.2229564
Telangana Circle,Hyderabad Region,Nizamabad Division,Lakhora B.O,503311,NIZAMABAD,TELANGANA,18.7966216,78.3488116
Telangana Circle,Hyderabad Region,Nizamabad Division,Manthani B.O,503223,NIZAMABAD,TELANGANA,18.8459083,78.2552833
